"","DIGNIDAD_CODIGO","OP_CODIGO","CANDIDATO_CODIGO","CANDIDATO_ORDEN","CANDIDATO_PROVINCIA_CODIGO","CANDIDATO_CANTON_CODIGO","CANDIDATO_PARROQUIA_CODIGO","CANDIDATO_NOMBRE","CANDIDATO_SEXO","CANDIDATO_EDAD_EXACTA","CANDIDATO_GRUPOS_DE_EDAD","SUPLENTE_NOMBRE.1","SUPLENTE_SEXO.1","SUPLENTE_EDAD_EXACTA.1","SUPLENTE_GRUPO_DE_EDAD.1","SUPLENTE_NOMBRE.2","SUPLENTE_SEXO.2","SUPLENTE_EDAD_EXACTA.2","SUPLENTE_GRUPO_DE_EDAD.2"
"3045",7,6,7090000000094,4,9,0,0,"ARBOLEDA COELLO LUIS ALFREDO                                                                        ","HOMBRES",37.9863387978142,"DE 30 A MENOS DE 45 AÑOS","GARZON LANDIVAR CARLOS ALBERTO                                                                      ","HOMBRES",68.186301369863,"DE 65 AÑOS Y MÁS","                                                                                                    ",NA,NA,NA
"3046",5,5,5217450000006,2,21,745,0,"SACON CEDEÑO MARIA MAGDALENA                                                                       ","MUJERES",32.2602739726027,"DE 30 A MENOS DE 45 AÑOS","GARZON SANCHEZ LUIS OSWALDO                                                                         ","HOMBRES",40.386301369863,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3047",7,6,7100000000014,2,10,0,0,"MAYORGA VALLEJO RUTH MERCEDES                                                                       ","MUJERES",48.6547945205479,"DE 45 A MENOS DE 65 AÑOS","GARZON SERRANO EDUARDO PATRICIO                                                                     ","HOMBRES",36.2630136986301,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3048",7,1,7170000000026,12,17,0,0,"ERAZO ESTRELLA ROSA HERMINIA                                                                        ","MUJERES",57.6767123287671,"DE 45 A MENOS DE 65 AÑOS","GARZON TORRES DOLORES VICTORIA                                                                      ","MUJERES",61.5616438356164,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3049",7,1,7170000000016,2,17,0,0,"VILLARRUEL GUDINO FABIAN OSWALDO                                                                    ","HOMBRES",61.8661202185792,"DE 45 A MENOS DE 65 AÑOS","GARZON TORRES RICARDO DANIEL EDUARDO                                                                ","HOMBRES",42.6256830601093,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3050",7,5,7170000000057,1,17,0,0,"PEREZ INTRIAGO JOSE FEDERICO                                                                        ","HOMBRES",58.9945205479452,"DE 45 A MENOS DE 65 AÑOS","GARZON ZAPATA ANGEL TOMAS                                                                           ","HOMBRES",53.8169398907104,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3051",5,17,5062250000023,2,6,225,0,"BALSECA RAMIREZ ROSA ALEGRIA                                                                        ","MUJERES",34.6502732240437,"DE 30 A MENOS DE 45 AÑOS","GAVIDIA MERINO GEOVANI PATRICIO                                                                     ","HOMBRES",36.2246575342466,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3052",5,5,5062250000010,1,6,225,0,"BALSECA BECERRA MECIAS JOEL                                                                         ","HOMBRES",38.7786885245902,"DE 30 A MENOS DE 45 AÑOS","GAVIDIA VALLEJO SONIA PATRICIA                                                                      ","MUJERES",28.4849315068493,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3053",5,2007,5021650000032,4,2,165,0,"RAMOS MENESES RUTH RAQUEL                                                                           ","MUJERES",35.7698630136986,"DE 30 A MENOS DE 45 AÑOS","GAVILANES AYALA MARIA SUSANA                                                                        ","MUJERES",28.386301369863,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3054",5,48,5181600000001,1,18,160,0,"JEREZ LLAMUCA FAUSTO ANIBAL                                                                         ","HOMBRES",45.9644808743169,"DE 45 A MENOS DE 65 AÑOS","GAVILANES CALERO GONZALO RAMIRO                                                                     ","HOMBRES",41.1753424657534,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3055",5,71,5188500000013,1,18,850,0,"PUMA SANDOVAL GUSTAVO                                                                               ","HOMBRES",40.5753424657534,"DE 30 A MENOS DE 45 AÑOS","GAVILANES MAYORGA JAVIER WALTER                                                                     ","HOMBRES",36.8931506849315,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3056",5,8,5069000000021,3,6,900,0,"PAGUAY GUACHO FRANCISCA ELIZABETH                                                                   ","MUJERES",36,"DE 30 A MENOS DE 45 AÑOS","GAVILANES MUYULEMA MAGALI CUMANDA                                                                   ","MUJERES",35.8712328767123,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3057",5,51,5170600000075,5,17,60,0,"ANDRADE ENRIQUEZ ALEXANDRA DEL CARMEN                                                               ","MUJERES",31.7671232876712,"DE 30 A MENOS DE 45 AÑOS","GAVILANES NUÑEZ JOSE VICENTE                                                                       ","HOMBRES",45.5150684931507,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3058",7,5,7180000000015,3,18,0,0,"FUENTES JACOME MARIA MAGDALENA                                                                      ","MUJERES",39.6383561643836,"DE 30 A MENOS DE 45 AÑOS","GAVILANES PEREZ GLADYS ESTHER ELIZABETH                                                             ","MUJERES",38.9479452054794,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3059",5,4,5188500000009,3,18,850,0,"TISALEMA NUNEZ LOURDES DEL ROCIO                                                                    ","MUJERES",33.3123287671233,"DE 30 A MENOS DE 45 AÑOS","GAVILANES ROSERO PATRICIA DEL PILAR                                                                 ","MUJERES",31.2383561643836,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3060",5,8,5021850000020,2,2,185,0,"ALARCON BONILLA MARIA CRISTINA                                                                      ","MUJERES",51.8082191780822,"DE 45 A MENOS DE 65 AÑOS","GAVILANEZ GAVILANEZ JOSE RIQUELME                                                                   ","HOMBRES",44.1452054794521,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3061",5,16010,5166850000010,2,16,685,0,"BARRIONUEVO MALUCIN WAGNER CARLOS                                                                   ","HOMBRES",34.9506849315068,"DE 30 A MENOS DE 45 AÑOS","GAVILANEZ GUERRERO NELY DOLORES DE JESUS                                                            ","MUJERES",44.0904109589041,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3062",5,55,5021650000040,4,2,165,0,"ORTIZ ELIECER ANIBAL                                                                                ","HOMBRES",35.5397260273973,"DE 30 A MENOS DE 45 AÑOS","GAVILANEZ GUINGLA LOURDES JANETH                                                                    ","MUJERES",29.786301369863,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3063",5,3,5021800000006,3,2,180,0,"POVEDA GAIBOR OSWALDO MANUEL                                                                        ","HOMBRES",40.7780821917808,"DE 30 A MENOS DE 45 AÑOS","GAVILANEZ ORTIZ OLFA ANGELICA                                                                       ","MUJERES",24.3753424657534,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3064",3,21006,3210000000004,2,21,0,0,"BENAVIDES PAEZ RODRIGO ENGELBERTH                                                                   ","HOMBRES",30.6092896174863,"DE 30 A MENOS DE 45 AÑOS","GAVILANEZ TACURI MERY ISABEL                                                                        ","MUJERES",27.2794520547945,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3065",5,6,5021700000015,3,2,170,0,"CURAY PACAJI RAUL TARQUINO                                                                          ","HOMBRES",37.3095890410959,"DE 30 A MENOS DE 45 AÑOS","GAYBOR ALBA NATALIA                                                                                 ","MUJERES",33.427397260274,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3066",7,7,7090000000113,5,9,0,0,"VERA FERNANDEZ NELLY DEL CARMEN                                                                     ","MUJERES",59.572602739726,"DE 45 A MENOS DE 65 AÑOS","GELLIBERT CORNEJO ALEXANDRA MARIA                                                                   ","MUJERES",45.6164383561644,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3067",5,51,5093900000078,1,9,390,0,"SHAPIRO LUNA JOHNNY LIZARDO                                                                         ","HOMBRES",48.7506849315068,"DE 45 A MENOS DE 65 AÑOS","GEORGE GOMEZ BETTY MARIZOL                                                                          ","MUJERES",22.9369863013699,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3068",5,48,5170600000006,6,17,60,0,"ESCOBAR SANCHEZ BETTY MARLENE                                                                       ","MUJERES",54.4672131147541,"DE 45 A MENOS DE 65 AÑOS","GERMAN CAJAS HECTOR OSWALDO                                                                         ","HOMBRES",53.7643835616438,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3069",7,5,7090000000087,15,9,0,0,"TOALA MONCAYO LUIS ANGEL                                                                            ","HOMBRES",31.1561643835616,"DE 30 A MENOS DE 45 AÑOS","GERMAN PACHAY FRANCISCO ARISTIDES                                                                   ","HOMBRES",61.6246575342466,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3070",5,18002,5181350000013,1,18,135,0,"LOPEZ LOPEZ ANGEL MESIAS                                                                            ","HOMBRES",49.8087431693989,"DE 45 A MENOS DE 65 AÑOS","GERMAN TOMALA CESAR AUGUSTO                                                                         ","HOMBRES",51.1506849315069,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3071",5,10,5134400000060,6,13,440,0,"INTRIAGO PAZMINO ANGELA REBECA                                                                      ","MUJERES",56.5808219178082,"DE 45 A MENOS DE 65 AÑOS","GILER GILER MARTHA CECILIA                                                                          ","MUJERES",26.2814207650273,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3072",3,51,3090000000068,2,9,0,0,"MERCHAN VASQUEZ MARYURY GISELL                                                                      ","MUJERES",35.4931506849315,"DE 30 A MENOS DE 45 AÑOS","GILER HIDROVO NARCISA DEL JESUS                                                                     ","MUJERES",50.4945355191257,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3073",5,4,5085750000009,1,8,575,0,"MOREIRA MENDOZA EFREN HOMERO                                                                        ","HOMBRES",39.427397260274,"DE 30 A MENOS DE 45 AÑOS","GILER LOOR LUIS ALBERTO                                                                             ","HOMBRES",45.1013698630137,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3074",5,4,5125400000018,3,12,540,0,"CONDOR VELASQUEZ KERLIN CATINA                                                                      ","MUJERES",33.572602739726,"DE 30 A MENOS DE 45 AÑOS","GILER LOOR MARIA CLAUDIA                                                                            ","MUJERES",20.7753424657534,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3075",7,1,7090000000023,5,9,0,0,"PULGARIN RUBIRA JOSE ADOLFO                                                                         ","HOMBRES",52.4602739726027,"DE 45 A MENOS DE 65 AÑOS","GILER PONCE OLINDA BERNARDITA                                                                       ","MUJERES",43.7068493150685,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3076",5,71,5134900000015,3,13,490,0,"PACHECO IZA SIMON HUMBERTO                                                                          ","HOMBRES",39.2,"DE 30 A MENOS DE 45 AÑOS","GILER VERA RAMON HORLANDO                                                                           ","HOMBRES",43.6438356164384,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3077",5,8,5139100000017,2,13,910,0,"NAVARRETE ROSALES SANTA JUSTINA                                                                     ","MUJERES",51.2821917808219,"DE 45 A MENOS DE 65 AÑOS","GILER VERA TELMO EUGENIO                                                                            ","HOMBRES",46.4180327868852,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3078",5,55,5134900000024,3,13,490,0,"SANTANA BRAVO LETTY DEISY                                                                           ","MUJERES",31.9671232876712,"DE 30 A MENOS DE 45 AÑOS","GILER VERGARA NELSON AUGUSTO                                                                        ","HOMBRES",60.5835616438356,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3079",5,4,5134400000020,2,13,440,0,"GONZALEZ VILLACRESES ALBA AZUCENA                                                                   ","MUJERES",35.0164383561644,"DE 30 A MENOS DE 45 AÑOS","GINES VERA CARLOS HUMBERTO                                                                          ","HOMBRES",53.9672131147541,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3080",5,5,5094200000024,4,9,420,0,"FIGUEROA TOBAR JULIA DEL CARMEN                                                                     ","MUJERES",49.8606557377049,"DE 45 A MENOS DE 65 AÑOS","GINEZ BUSTAMANTE MARIA RUTH                                                                         ","MUJERES",40.8931506849315,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3081",5,6,5040150000014,2,4,15,0,"AREVALO AREVALO ANDREA PAULINA                                                                      ","MUJERES",22.516393442623,"MENORES DE 30 AÑOS","GODOY CAZARES CELENIA ARACELI                                                                       ","MUJERES",28.2767123287671,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3082",5,48,5073500000004,4,7,350,0,"CHIMBO CASTAÑEDA GLADIS AZUCENA                                                                    ","MUJERES",52.1808219178082,"DE 45 A MENOS DE 65 AÑOS","GOMEZ ARCE MARIA JOSE                                                                               ","MUJERES",21.2246575342466,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3083",5,18004,5181450000032,2,18,145,0,"ALVAREZ MOYA EDGAR FERNANDO                                                                         ","HOMBRES",43.6904109589041,"DE 30 A MENOS DE 45 AÑOS","GOMEZ BARRIONUEVO WILSON FERNANDO                                                                   ","HOMBRES",34.5874316939891,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3084",5,48,5216500000002,2,21,650,0,"HUATATOCA ALVARADO RUHT JANEHT                                                                      ","MUJERES",36.5315068493151,"DE 30 A MENOS DE 45 AÑOS","GOMEZ BORJA ALAND EDISON                                                                            ","HOMBRES",33.5123287671233,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3085",5,71,5012700000007,1,1,270,0,"ALVAREZ ALVAREZ MARIA SOLEDAD                                                                       ","MUJERES",42.8465753424658,"DE 30 A MENOS DE 45 AÑOS","GOMEZ BUSTAMANTE GABRIELA DOLORES                                                                   ","MUJERES",21.4,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3086",5,72,5073800000022,1,7,380,0,"GONZALEZ ANDRADE FRANCISCO NEPTALI                                                                  ","HOMBRES",61.2602739726027,"DE 45 A MENOS DE 65 AÑOS","GOMEZ CAPA TITO RICARDO                                                                             ","HOMBRES",62.5327868852459,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3087",5,10,5094000000036,4,9,400,0,"BRIONES DELGADO ANA MARIA                                                                           ","MUJERES",22.3633879781421,"MENORES DE 30 AÑOS","GOMEZ CARABAJO MARIA EUGENIA                                                                        ","MUJERES",32.358904109589,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3088",5,17,5095050000029,2,9,505,0,"ANDRADE MOSQUERA NANCY MAGALY                                                                       ","MUJERES",38.1120218579235,"DE 30 A MENOS DE 45 AÑOS","GOMEZ CARCELEN HECTOR ORLANDO                                                                       ","HOMBRES",44.1917808219178,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3089",5,9002,5099860000025,1,9,986,0,"INDACOCHEA RONQUILLO MARIA DE LOURDES                                                               ","MUJERES",25.3671232876712,"MENORES DE 30 AÑOS","GOMEZ CERCADO CARLOS ALBERTO                                                                        ","HOMBRES",21.3917808219178,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3090",7,8,7090000000157,13,9,0,0,"VALERO PENAFIEL PABLO SEBASTIAN                                                                     ","HOMBRES",26.275956284153,"MENORES DE 30 AÑOS","GOMEZ ESMERALDA TEODORO VICTOR                                                                      ","HOMBRES",54.1120218579235,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3091",5,56,5095050000031,1,9,505,0,"JIMENEZ PIEDRA GALO EFREN                                                                           ","HOMBRES",43.5917808219178,"DE 30 A MENOS DE 45 AÑOS","GOMEZ ESPINOZA KERLI TERESA                                                                         ","MUJERES",22.4863387978142,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3092",5,16,5098200000066,1,9,820,0,"BERNAL MOLINA ROSA ELVIRA                                                                           ","MUJERES",35.5013698630137,"DE 30 A MENOS DE 45 AÑOS","GOMEZ FAJARDO MARTHA ESPERANZA                                                                      ","MUJERES",40,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3093",7,8,7130000000063,7,13,0,0,"VELEZ LOOR BEATRIZ LILIANA                                                                          ","MUJERES",49.8606557377049,"DE 45 A MENOS DE 65 AÑOS","GOMEZ FERRIN DOLORES EDITA                                                                          ","MUJERES",48.0164383561644,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3094",7,4,7170000000056,14,17,0,0,"SIMBAÑA LINCANGO RAFAEL                                                                            ","HOMBRES",46.6010928961749,"DE 45 A MENOS DE 65 AÑOS","GOMEZ GALLO EDUARDO GIOVANNY                                                                        ","HOMBRES",26.5874316939891,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3095",5,1,5094250000006,3,9,425,0,"SANCHEZ SANTANA ENRIQUE CASIMRO                                                                     ","HOMBRES",45.6,"DE 45 A MENOS DE 65 AÑOS","GOMEZ GOMEZ MARIANITA MARILIN                                                                       ","MUJERES",39.9013698630137,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3096",7,17,7090000000255,3,9,0,0,"PILEGGI VELIZ DANTE                                                                                 ","HOMBRES",42.775956284153,"DE 30 A MENOS DE 45 AÑOS","GOMEZ GONZALEZ LUIS EULOGIO                                                                         ","HOMBRES",57.9207650273224,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3097",5,3,5139750000002,2,13,975,0,"ROMERO FLORES FERNANDA AMADA                                                                        ","MUJERES",23.9369863013699,"MENORES DE 30 AÑOS","GOMEZ KARPITE MILA HEDY                                                                             ","MUJERES",49.7150684931507,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3098",5,5,5097900000011,2,9,790,0,"SALAZAR MORENO ALICIA VICTORIA                                                                      ","MUJERES",46.344262295082,"DE 45 A MENOS DE 65 AÑOS","GOMEZ LOPEZ CLEOFINA JULIETA                                                                        ","MUJERES",39.5287671232877,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3099",5,8,5099400000020,2,9,940,0,"BAHAMONDE ESPINOZA LUIS ALFONSO                                                                     ","HOMBRES",40.3671232876712,"DE 30 A MENOS DE 45 AÑOS","GOMEZ LOZANO BETSY ALEXANDRA                                                                        ","MUJERES",27.8109589041096,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3100",5,24,5099650000022,1,9,965,0,"SALAS BARRIGA FAUSTO WILLIAM                                                                        ","HOMBRES",49.2054794520548,"DE 45 A MENOS DE 65 AÑOS","GOMEZ LUZURIAGA TONY ORLANDO                                                                        ","HOMBRES",33.8770491803279,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3101",3,6,3010000000018,2,1,0,0,"PRIETO NEIRA SANDRA KARINA                                                                          ","MUJERES",27.9150684931507,"MENORES DE 30 AÑOS","GOMEZ MARQUINA MARCIA MABEL                                                                         ","MUJERES",29.027397260274,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3102",7,71,7130000000056,8,13,0,0,"RODRIGUEZ REINOSO MARCIA ADELINA                                                                    ","MUJERES",39.4575342465753,"DE 30 A MENOS DE 45 AÑOS","GOMEZ MERO CANDELARIA MARGARITA                                                                     ","MUJERES",40.6986301369863,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3103",5,10,5139750000019,1,13,975,0,"IZURIETA RUBIRA WILSON ENRIQUE                                                                      ","HOMBRES",52.358904109589,"DE 45 A MENOS DE 65 AÑOS","GOMEZ MERO MARIA ESTHER                                                                             ","MUJERES",46.0136612021858,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3104",5,8,5094250000024,3,9,425,0,"MORA GARCIA LEONCIO HERIBERTO                                                                       ","HOMBRES",36.3260273972603,"DE 30 A MENOS DE 45 AÑOS","GOMEZ MONSERRATE FRANCISCO XAVIER                                                                   ","HOMBRES",44.2849315068493,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3105",5,7,5094200000031,1,9,420,0,"BENAVIDES TORRES ELISEO GILBERTO                                                                    ","HOMBRES",57.7479452054795,"DE 45 A MENOS DE 65 AÑOS","GOMEZ MOREIRA GALO GEOVANNY                                                                         ","HOMBRES",34.1885245901639,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3106",5,56,5113450000020,2,11,345,0,"LAPO FRANCISCO                                                                                      ","HOMBRES",52.4602739726027,"DE 45 A MENOS DE 65 AÑOS","GOMEZ MORENO JUAN JOSE                                                                              ","HOMBRES",24.6054794520548,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3107",5,12001,5127500000027,3,12,750,0,"PORRO PORRO SIXTER ALBERTO                                                                          ","HOMBRES",25.9590163934426,"MENORES DE 30 AÑOS","GOMEZ MUNOZ SEGUNDO TITO                                                                            ","HOMBRES",63.7780821917808,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3108",7,1,7090000000031,13,9,0,0,"RODRIGUEZ RODRIGUEZ MARIA TERESA                                                                    ","MUJERES",28.8191780821918,"MENORES DE 30 AÑOS","GOMEZ PALACIOS SHIRLEY EDITH                                                                        ","MUJERES",53.8989071038251,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3109",5,6,5100550000011,2,10,55,0,"ALMEIDA FRANCO SANTIAGO ORLANDO                                                                     ","HOMBRES",24.7753424657534,"MENORES DE 30 AÑOS","GOMEZ RECALDE BERTHA MARISOL                                                                        ","MUJERES",29.4027397260274,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3110",5,9011,5090950000030,3,9,95,0,"VERA SILVA MARIA MERCEDES                                                                           ","MUJERES",43.0547945205479,"DE 30 A MENOS DE 45 AÑOS","GOMEZ REYES DALILA GRACIELA                                                                         ","MUJERES",28,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3111",5,10,5170850000060,6,17,85,0,"ARMIJOS CHOEZ CLAUDIO CESAR                                                                         ","HOMBRES",22.9506849315068,"MENORES DE 30 AÑOS","GOMEZ RIVADENEIRA LINA CONSUELO                                                                     ","MUJERES",29.0575342465753,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3112",3,6,3170000000026,1,17,0,0,"BEGNINI DOMINGUEZ LUCIA FERNANDA                                                                    ","MUJERES",32.8575342465753,"DE 30 A MENOS DE 45 AÑOS","GOMEZ RUBIO WASHINGTON ENRIQUE RENE                                                                 ","HOMBRES",69.7232876712329,"DE 65 AÑOS Y MÁS","                                                                                                    ",NA,NA,NA
"3113",5,48,5076950000001,1,7,695,0,"ZHUNIO MALLA RUBEN EUDOFILIO                                                                        ","HOMBRES",50.0983606557377,"DE 45 A MENOS DE 65 AÑOS","GOMEZ SANTANA CARMEN AURELIA                                                                        ","MUJERES",32.3232876712329,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3114",7,10,7020000000025,1,2,0,0,"PILAMUNGA TOAPANTA SEGUNDO MANUEL                                                                   ","HOMBRES",47.3369863013699,"DE 45 A MENOS DE 65 AÑOS","GOMEZ SANTILLAN MARIA ELINA                                                                         ","MUJERES",48.8739726027397,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3115",5,8,5139750000017,2,13,975,0,"RODRIGUEZ HOLGUIN BRUNO MATEO                                                                       ","HOMBRES",39.9452054794521,"DE 30 A MENOS DE 45 AÑOS","GOMEZ VALLEJO MERCEDES AGUASANTA                                                                    ","MUJERES",24.1013698630137,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3116",5,7,5093950000020,2,9,395,0,"GOMEZ DONOSO CLARA GUILLERMINA                                                                      ","MUJERES",43.4602739726027,"DE 30 A MENOS DE 45 AÑOS","GOMEZ VILLAGOMEZ CESAR OSWALDO                                                                      ","HOMBRES",66.7213114754098,"DE 65 AÑOS Y MÁS","                                                                                                    ",NA,NA,NA
"3117",5,3002,5032350000024,4,3,235,0,"NOVILLO ALVAREZ TERESA DEL PILAR                                                                    ","MUJERES",35.1534246575342,"DE 30 A MENOS DE 45 AÑOS","GOMEZCOELLO SACOTO DORA MATILDE                                                                     ","MUJERES",47.5369863013699,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3118",5,16,5098200000069,4,9,820,0,"TORO CHAVEZ RAUL ALEJANDRO                                                                          ","HOMBRES",22.9917808219178,"MENORES DE 30 AÑOS","GONGORA VELIZ LUIS ORTIN                                                                            ","HOMBRES",51,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3119",5,71,5113250000014,2,11,325,0,"ORTIZ CELI JOSE MANUEL                                                                              ","HOMBRES",25.3616438356164,"MENORES DE 30 AÑOS","GONZA RODRIGUEZ JUAN MANUEL                                                                         ","HOMBRES",32.5780821917808,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3120",5,7,5098350000021,3,9,835,0,"VARGAS ARREAGA ZORAIDA ELIZABETH                                                                    ","MUJERES",25.4958904109589,"MENORES DE 30 AÑOS","GONZABAY AGUILERA MIXIMO SIMON                                                                      ","HOMBRES",46.5983606557377,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"3121",5,6,5095050000016,1,9,505,0,"UNDA DAVILA MANUEL DE JESUS                                                                         ","HOMBRES",60.8054794520548,"DE 45 A MENOS DE 65 AÑOS","GONZABAY CARPIO TOMAS                                                                               ","HOMBRES",42.4535519125683,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3122",5,5,5098200000023,3,9,820,0,"OSTAIZA ZAMBRANO WASHINGTON RODOLFO                                                                 ","HOMBRES",36.5123287671233,"DE 30 A MENOS DE 45 AÑOS","GONZAGA BOLAÑOS LUIS FELIPE SEGUNDO                                                                ","HOMBRES",39.8767123287671,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3123",5,1,5095100000004,1,9,510,0,"PARRALES ORTIZ JOSE ANGEL BENARDINO                                                                 ","HOMBRES",69.8907103825137,"DE 65 AÑOS Y MÁS","GONZALES REINOSO FRANCISCO DANIEL                                                                   ","HOMBRES",69.5068493150685,"DE 65 AÑOS Y MÁS","                                                                                                    ",NA,NA,NA
"3124",5,4,5113300000009,3,11,330,0,"VELAZQUEZ GOMEZ MARCIA VERONICA                                                                     ","MUJERES",27.5972602739726,"MENORES DE 30 AÑOS","GONZALES VARGAS JAIME BYRON                                                                         ","HOMBRES",24.0082191780822,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"3125",5,5,5146150000003,1,14,615,0,"DELGADO MORENO EDISSON ROBERTO                                                                      ","HOMBRES",35.8246575342466,"DE 30 A MENOS DE 45 AÑOS","GONZALES VELEZ MARCIA BEATRIZ                                                                       ","MUJERES",26.9534246575342,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
